Date,Open,High,Low,Close,AdjClose,Volume
1/2/2020,74.059998,75.150002,73.797501,75.087502,73.894318,135480400
1/3/2020,74.287498,75.144997,74.125,74.357498,73.175911,146322800
1/6/2020,73.447502,74.989998,73.1875,74.949997,73.75901,118387200
1/7/2020,74.959999,75.224998,74.370003,74.597504,73.412117,108872000
1/8/2020,74.290001,76.110001,74.290001,75.797501,74.593033,132079200
1/9/2020,76.809998,77.607498,76.550003,77.407501,76.177452,170108400
1/10/2020,77.650002,78.167503,77.0625,77.582497,76.349678,140644800
1/13/2020,77.910004,79.267502,77.787498,79.239998,77.980827,121532000
1/14/2020,79.175003,79.392502,78.042503,78.169998,76.927841,161954400
1/15/2020,77.962502,78.875,77.387497,77.834999,76.598167,121923600
1/16/2020,78.397499,78.925003,78.022499,78.809998,77.557663,108829200
1/17/2020,79.067497,79.684998,78.75,79.682503,78.416313,137816400
1/21/2020,79.297501,79.754997,79,79.142502,77.884888,110843200
1/22/2020,79.644997,79.997498,79.327499,79.425003,78.162895,101832400
1/23/2020,79.480003,79.889999,78.912498,79.807503,78.53933,104472000
1/24/2020,80.0625,80.832497,79.379997,79.577499,78.312965,146537600
1/27/2020,77.514999,77.942497,76.220001,77.237503,76.01017,161940000
1/28/2020,78.150002,79.599998,78.047501,79.422501,78.160446,162234000
1/29/2020,81.112503,81.962502,80.345001,81.084999,79.796524,216229200
1/30/2020,80.135002,81.022499,79.6875,80.967499,79.680885,126743200
1/31/2020,80.232498,80.669998,77.072502,77.377502,76.147926,199588400
2/3/2020,76.074997,78.372498,75.555,77.165001,75.938812,173788400
2/4/2020,78.827499,79.910004,78.407501,79.712502,78.445839,136616400
2/5/2020,80.879997,81.190002,79.737503,80.362503,79.08551,118826800
2/6/2020,80.642502,81.305,80.065002,81.302498,80.010574,105425600
2/7/2020,80.592499,80.849998,79.5,80.0075,78.923004,117684000
2/10/2020,78.544998,80.387497,78.462502,80.387497,79.297852,109348800
2/11/2020,80.900002,80.974998,79.677498,79.902496,78.819427,94323200
2/12/2020,80.3675,81.805,80.3675,81.800003,80.691208,113730400
2/13/2020,81.047501,81.555,80.837502,81.217499,80.116608,94747600
2/14/2020,81.184998,81.495003,80.712502,81.237503,80.13633,80113600
2/18/2020,78.839996,79.9375,78.652496,79.75,78.668999,152531200
2/19/2020,80,81.142502,80,80.904999,79.808342,93984000
2/20/2020,80.657501,81.162498,79.552498,80.074997,78.989586,100566000
2/21/2020,79.654999,80.112503,77.625,78.262497,77.20166,129554000
2/24/2020,74.315002,76.044998,72.307503,74.544998,73.534554,222195200
